,culture,id,age.group,gender,test.date,counterbalancing.order,trial.nr,condition,story,better.job,better.job.reli,better.job.correct,better.job.correct.reli,better.job.why,better.job.why.cat,better.job.why.cat.reli,help.seeking,help.seeking.reli,help.seeking.correct,help.seeking.correct.reli,help.seeking.why,help.seeking.why.cat,help.seeking.why.cat.reli,comments,age,age.group.sum,sub.id
919,usa,26,5,female,9/22/20,outcome.only,1,outcome.only,bunny,0,NA,correct,NA,Because the bunny's behind the red rocks,outcome,outcome,1,NA,wrong,NA,Because I think he's doing a good job?,other,other,NA,4.988364134,4.5,26.usa
920,usa,26,5,female,9/22/20,outcome.only,2,process.only,hamster,1,NA,correct,NA,Because she found the tracks,process,process,0,NA,wrong,NA,Because I think she'll do a better job,other,other,NA,4.988364134,4.5,26.usa
921,usa,26,5,female,9/22/20,outcome.only,3,outcome.vs.process,bird,0,NA,wrong,NA,Because the bird is behind the blue wall,outcome,outcome,1,NA,correct,NA,Because I think he's doing a better job,other,other,NA,4.988364134,4.5,26.usa
922,usa,26,5,female,9/22/20,outcome.only,4,process.only,cat,1,NA,correct,NA,Because he found the bell,process,process,1,NA,correct,NA,Because I think he's doing good,other,other,NA,4.988364134,4.5,26.usa
923,usa,26,5,female,9/22/20,outcome.only,5,outcome.only,duck,0,NA,correct,NA,Because the duck is behind the yellow fence,outcome,outcome,0,NA,correct,NA,Because she found the duck and that means she can maybe find the toy,outcome,outcome,NA,4.988364134,4.5,26.usa
924,usa,26,5,female,9/22/20,outcome.only,6,outcome.vs.process,dog,0,NA,wrong,NA,Because the dog is behind the pink busah,outcome,outcome,1,NA,correct,NA,Because I think she'll find it,other,other,NA,4.988364134,4.5,26.usa
925,usa,27,5,male,9/27/20,outcome.only,1,outcome.only,bunny,0,NA,correct,NA,Because I see it behind the red stones,outcome,outcome,0,NA,correct,NA,Because he said the correct one,outcome,outcome,NA,5.845311431,4.5,27.usa
926,usa,27,5,male,9/27/20,outcome.only,2,process.only,hamster,1,NA,correct,NA,I see the footprints,process,process,1,NA,correct,NA,Because she knows the hamster where it is,process,process,NA,5.845311431,4.5,27.usa
927,usa,27,5,male,9/27/20,outcome.only,3,outcome.vs.process,bird,0,NA,wrong,NA,Because the bird flew away to the blue wall,outcome,outcome,0,NA,wrong,NA,Because he really knows that the bird is behind the blue wall,outcome,outcome,NA,5.845311431,4.5,27.usa
928,usa,27,5,male,9/27/20,outcome.only,4,process.only,cat,1,NA,correct,NA,Because I see the bell,process,process,1,NA,correct,NA,Because he knows where the cat is,process,process,NA,5.845311431,4.5,27.usa
929,usa,27,5,male,9/27/20,outcome.only,5,outcome.only,duck,0,NA,correct,NA,Because I see the duck behind the fence,outcome,outcome,0,NA,correct,NA,She does it correct,process,process,NA,5.845311431,4.5,27.usa
930,usa,27,5,male,9/27/20,outcome.only,6,outcome.vs.process,dog,0,NA,wrong,NA,Because I see the dog behind the busah that has pink flowers,outcome,outcome,0,NA,wrong,NA,Because she made it correct,outcome,outcome,NA,5.845311431,4.5,27.usa
931,usa,28,5,female,10/7/20,process.only,1,process.only,cat,1,NA,correct,NA,Because the bell,process,process,1,NA,correct,NA,Because the bell is right there and he's pointing to the red one,process,process,NA,5.256673511,4.5,28.usa
932,usa,28,5,female,10/7/20,process.only,2,outcome.only,duck,1,NA,wrong,NA,Because the duck is hiding behind the yellow fence,outcome,outcome,0,NA,correct,NA,Because she found the duck,outcome,outcome,NA,5.256673511,4.5,28.usa
933,usa,28,5,female,10/7/20,process.only,3,outcome.vs.process,dog,0,NA,wrong,NA,Because she found the dog Because its hiding behind the pink busah,outcome,outcome,0,NA,wrong,NA,Because she actually found the dog instead of the other person who found the paw prints,outcome,outcome,NA,5.256673511,4.5,28.usa
934,usa,28,5,female,10/7/20,process.only,4,outcome.only,bunny,0,NA,correct,NA,Because he actually found it,outcome,outcome,0,NA,correct,NA,Because he actually did a better job of finding the bunny,outcome,outcome,NA,5.256673511,4.5,28.usa
935,usa,28,5,female,10/7/20,process.only,5,process.only,hamster,1,NA,correct,NA,"Because she found the tracks, and it jumped, and the tracks are leading to the white logs",process,process,1,NA,correct,NA,Because bunny rabbits and dogs can jump but the hamster cannot jump so they make tracks and the tracks are leading to the white logs,process,process,NA,5.256673511,4.5,28.usa
936,usa,28,5,female,10/7/20,process.only,6,outcome.vs.process,bird,0,NA,wrong,NA,"Because the bird is blue and if he goes to the other wall, its the same color",other,other,0,NA,wrong,NA,Because he actually found it by spinning his wheel,outcome,outcome,NA,5.256673511,4.5,28.usa
937,usa,29,5,female,11/3/20,outcome.only,1,outcome.only,bunny,0,NA,correct,NA,Because I can see the bunny,outcome,outcome,0,NA,correct,NA,Because he is right,outcome,outcome,NA,5.295003422,4.5,29.usa
938,usa,29,5,female,11/3/20,outcome.only,2,process.only,hamster,1,NA,correct,NA,Because I can see the trail,process,process,1,NA,correct,NA,Because she's right and I can see the trail going that way,process,process,NA,5.295003422,4.5,29.usa
939,usa,29,5,female,11/3/20,outcome.only,3,outcome.vs.process,bird,0,NA,wrong,NA,Because I can see the bird,outcome,outcome,0,NA,wrong,NA,Because he's doing a better job,other,other,NA,5.295003422,4.5,29.usa
940,usa,29,5,female,11/3/20,outcome.only,4,process.only,cat,1,NA,correct,NA,Because I can see the bell,process,process,1,NA,correct,NA,Because he's doing a better job,other,other,NA,5.295003422,4.5,29.usa
941,usa,29,5,female,11/3/20,outcome.only,5,outcome.only,duck,0,NA,correct,NA,Because I can see the duck,outcome,outcome,0,NA,correct,NA,Because she's doing a better job,other,other,NA,5.295003422,4.5,29.usa
942,usa,29,5,female,11/3/20,outcome.only,6,outcome.vs.process,dog,0,NA,wrong,NA,Because she's doing a better job Because I can see the doggy right there,outcome,outcome,0,NA,wrong,NA,Because she's doing a better job,other,other,NA,5.295003422,4.5,29.usa
943,usa,30,5,female,11/3/20,outcome.only,1,outcome.only,bunny,0,NA,correct,NA,Because the bunny is behind the red one,outcome,outcome,0,NA,correct,NA,Since he was going to find the bunny,outcome,outcome,NA,5.483915127,4.5,30.usa
944,usa,30,5,female,11/3/20,outcome.only,2,process.only,hamster,1,NA,correct,NA,Because the footprints are leading all the way to the white,process,process,1,NA,correct,NA,Because she's about to find their hamster,process,process,NA,5.483915127,4.5,30.usa
945,usa,30,5,female,11/3/20,outcome.only,3,outcome.vs.process,bird,0,NA,wrong,NA,Because he's going to find the bird,outcome,outcome,1,NA,correct,NA,Because he's almost going to find the bird,process,process,NA,5.483915127,4.5,30.usa
946,usa,30,5,female,11/3/20,outcome.only,4,process.only,cat,1,NA,correct,NA,Because Julian found the clue of the cat,process,process,1,NA,correct,NA,Because he got a clue,process,process,NA,5.483915127,4.5,30.usa
947,usa,30,5,female,11/3/20,outcome.only,5,outcome.only,duck,0,NA,correct,NA,Because she found the duck,outcome,outcome,0,NA,correct,NA,Because she is going to find the duck,outcome,outcome,NA,5.483915127,4.5,30.usa
948,usa,30,5,female,11/3/20,outcome.only,6,outcome.vs.process,dog,0,NA,wrong,NA,Because she is going to find the dog,outcome,outcome,0,NA,wrong,NA,Because she's going to find the dog,outcome,outcome,NA,5.483915127,4.5,30.usa
949,usa,31,5,female,11/10/20,outcome.only,1,outcome.only,bunny,0,NA,correct,NA,"Because behind the red stones, there's the bunny",outcome,outcome,0,NA,correct,NA,Because he's really good at finding stuff,outcome,outcome,NA,5.451060917,4.5,31.usa
950,usa,31,5,female,11/10/20,outcome.only,2,process.only,hamster,1,NA,correct,NA,Because of the traces,process,process,1,NA,correct,NA,"Because whenever she finds traces that are clues, she. follows the clues until she finds another clue",process,process,NA,5.451060917,4.5,31.usa
951,usa,31,5,female,11/10/20,outcome.only,3,outcome.vs.process,bird,0,NA,wrong,NA,"Because if you just find the clue, not too much luck. If there's no sign of the bird, then there's luck behind the other one",outcome,outcome,0,NA,wrong,NA,He doesn't have to find the clue,outcome,outcome,NA,5.451060917,4.5,31.usa
952,usa,31,5,female,11/10/20,outcome.only,4,process.only,cat,1,NA,correct,NA,He found a clue so Julian is more closer to the cat,process,process,0,NA,wrong,NA,Because he didn't see another clue,outcome,outcome,NA,5.451060917,4.5,31.usa
953,usa,31,5,female,11/10/20,outcome.only,5,outcome.only,duck,0,NA,correct,NA,"It's really hard to explain it,both of them really saw it but half of the spinning wheel is something else",process,process,0,NA,correct,NA,Because she's really confident and knows were things are,other,other,NA,5.451060917,4.5,31.usa
954,usa,31,5,female,11/10/20,outcome.only,6,outcome.vs.process,dog,0,NA,wrong,NA,She doesn't have to find clues,outcome,outcome,0,NA,wrong,NA,Because she just guesses and doesn't have to find the little paw marks,outcome,outcome,NA,5.451060917,4.5,31.usa
955,usa,32,5,male,11/13/20,outcome.only,1,outcome.only,bunny,0,NA,correct,NA,"Because he's right, the bunny is hiding behind the red stones",outcome,outcome,1,NA,wrong,NA,Because we like to run together,other,other,NA,5.404517454,4.5,32.usa
956,usa,32,5,male,11/13/20,outcome.only,2,process.only,hamster,1,NA,correct,NA,Because there are the footprints right there,process,process,0,NA,wrong,NA,She's your best friend,other,other,NA,5.404517454,4.5,32.usa
957,usa,32,5,male,11/13/20,outcome.only,3,outcome.vs.process,bird,0,NA,wrong,NA,Because he has a spinning wheel and the bird is behind the blue wall,outcome,outcome,1,NA,correct,NA,Because he's my best friend,process,process,NA,5.404517454,4.5,32.usa
958,usa,32,5,male,11/13/20,outcome.only,4,process.only,cat,1,NA,correct,NA,Because he chose the one with the bell,process,process,0,NA,wrong,NA,Because he's your best friend,other,other,NA,5.404517454,4.5,32.usa
959,usa,32,5,male,11/13/20,outcome.only,5,outcome.only,duck,0,NA,correct,NA,Because the arrow pointed to the yellow,outcome,outcome,0,NA,correct,NA,Because he's my friend,other,other,NA,5.404517454,4.5,32.usa
960,usa,32,5,male,11/13/20,outcome.only,6,outcome.vs.process,dog,0,NA,wrong,NA,Because she did eenie meenie minie mo and she is also right,outcome,outcome,1,NA,correct,NA,Because they like to play together,other,other,NA,5.404517454,4.5,32.usa
961,usa,33,6,female,8/14/20,outcome.only,1,process.only,hamster,0,0,correct,correct,Because he said the bunny is hiding behind the red stones,outcome,outcome,0,0,correct,correct,Because he was thinking that where he was pointing was the right stones,outcome,outcome,NA,6.483230664,6.7,33.usa
962,usa,33,6,female,8/14/20,outcome.only,2,outcome.only,bunny,1,1,correct,correct,Because she sees tracks leading to the white logs,process,process,1,1,correct,correct,Because she saw the tracks leading behind to the white logs,process,process,NA,6.483230664,6.7,33.usa
963,usa,33,6,female,8/14/20,outcome.only,3,outcome.vs.process,bird,0,0,wrong,wrong,Because his spinner and his spinner was pointing to the red and the bird was hiding behind the red,outcome,outcome,0,0,wrong,wrong,Because he used his spinner and he found the bird behind the wall,outcome,outcome,NA,6.483230664,6.7,33.usa
964,usa,33,6,female,8/14/20,outcome.only,4,process.only,cat,1,1,correct,correct,Because he found the cat's bell and he's thinking its hiding behind the red bench,process,process,1,1,correct,correct,Because he found the cat's bell,process,process,NA,6.483230664,6.7,33.usa
965,usa,33,6,female,8/14/20,outcome.only,5,outcome.only,duck,0,0,correct,correct,Because the duck is hiding behind the yellow fence,outcome,outcome,0,0,correct,correct,Because she used her spinning wheel and she was thinking that the duck was hiding behind the yellow fence and the duck is,outcome,outcome,NA,6.483230664,6.7,33.usa
966,usa,33,6,female,8/14/20,outcome.only,6,outcome.vs.process,dog,0,0,wrong,wrong,Because she did eenie meenie minie mo and that's the busah that the dog is hiding behind,outcome,outcome,0,0,wrong,wrong,Because she did eenie meenie minie mo and found the dog,outcome,outcome,NA,6.483230664,6.7,33.usa
967,usa,34,6,female,8/14/20,outcome.only,1,outcome.only,bunny,0,NA,correct,NA,Because the bunny is under the red rocks and not the grey,outcome,outcome,0,NA,correct,NA,Because he knows where the bunny is,outcome,outcome,NA,6.0862423,6.7,34.usa
968,usa,34,6,female,8/14/20,outcome.only,2,process.only,hamster,1,NA,correct,NA,"I can't see the hamster but I know that there's traces leading behind them, Misty is doing what I would do or what one of my friends would do",process,process,1,NA,correct,NA,Because she was doing a better job of looking for the hamster,process,process,NA,6.0862423,6.7,34.usa
969,usa,34,6,female,8/14/20,outcome.only,3,outcome.vs.process,bird,0,NA,wrong,NA,"Because he's pointing to the blue wall, the bird is over the blue wall",outcome,outcome,0,NA,wrong,NA,Because he did a better job of doing the board thing (spinning wheel?),outcome,outcome,NA,6.0862423,6.7,34.usa
970,usa,34,6,female,8/14/20,outcome.only,4,process.only,cat,1,NA,correct,NA,"Because the cat moves so that means he went to the blue bench but even though I can't see him, I feel like he would be there",process,process,0,NA,wrong,NA,Because he did a better job of finding the cat,outcome,outcome,NA,6.0862423,6.7,34.usa
971,usa,34,6,female,8/14/20,outcome.only,5,outcome.only,duck,0,NA,correct,NA,Because she is pointing at the one with the duck hiding behind it,outcome,outcome,0,NA,correct,NA,Because she did a better job of looking for the duck,outcome,outcome,NA,6.0862423,6.7,34.usa
972,usa,34,6,female,8/14/20,outcome.only,6,outcome.vs.process,dog,0,NA,wrong,NA,Because she thinks that the dog is behind the pink busah and she's right,outcome,outcome,0,NA,wrong,NA,Because she did a better job finding the dog,outcome,outcome,NA,6.0862423,6.7,34.usa
973,usa,35,6,female,9/10/20,outcome.only,1,outcome.only,bunny,0,0,correct,correct,Because the bunny's behind that one,outcome,outcome,1,1,wrong,wrong,Because he doesn't know where the bunny is and they can both work together,other,other,NA,6.776180698,6.7,35.usa
974,usa,35,6,female,9/10/20,outcome.only,2,process.only,hamster,1,1,correct,correct,Because the hamster's behind the white logs,outcome,outcome,1,1,correct,correct,Because she knows where it is Because she found clues,process,process,NA,6.776180698,6.7,35.usa
975,usa,35,6,female,9/10/20,outcome.only,3,outcome.vs.process,bird,0,0,wrong,wrong,Because the bird's behind the blue wall,outcome,outcome,1,1,correct,correct,Because he can help me find it,process,process,NA,6.776180698,6.7,35.usa
976,usa,35,6,female,9/10/20,outcome.only,4,process.only,cat,1,1,correct,correct,Because the bell's right there and I think the cat's right there,process,process,0,0,wrong,wrong,Because he can help me,other,other,NA,6.776180698,6.7,35.usa
977,usa,35,6,female,9/10/20,outcome.only,5,outcome.only,duck,0,0,correct,correct,Because the duck's behind there,outcome,outcome,1,1,wrong,wrong,Because they can work together to find it,other,other,NA,6.776180698,6.7,35.usa
978,usa,35,6,female,9/10/20,outcome.only,6,outcome.vs.process,dog,0,0,wrong,wrong,Because the dog's hiding behind it,outcome,outcome,0,0,wrong,wrong,Because she found the puppy and then she can help me find my toy,outcome,outcome,NA,6.776180698,6.7,35.usa
979,usa,36,6,female,9/23/20,outcome.only,1,outcome.only,bunny,0,NA,correct,NA,Because I see the bunny behind the red stones,outcome,outcome,0,NA,correct,NA,Because he said the bunny is behind the red stones and he's right,outcome,outcome,NA,6.915811088,6.7,36.usa
980,usa,36,6,female,9/23/20,outcome.only,2,process.only,hamster,1,NA,correct,NA,Because the hamster's tracks are going behind the white logs,process,process,1,NA,correct,NA,Because she found the hamster,process,process,NA,6.915811088,6.7,36.usa
981,usa,36,6,female,9/23/20,outcome.only,3,outcome.vs.process,bird,0,NA,wrong,NA,Because Oliver found the bird and I see it behind the blue brick wall,outcome,outcome,0,NA,wrong,NA,Because he did a better job looking for the bird,outcome,outcome,NA,6.915811088,6.7,36.usa
982,usa,36,6,female,9/23/20,outcome.only,4,process.only,cat,1,NA,wrong,NA,Because Julian found the cat's bell,process,process,1,NA,correct,NA,Because he did a better job finding the cat,process,process,NA,6.915811088,6.7,36.usa
983,usa,36,6,female,9/23/20,outcome.only,5,outcome.only,duck,0,NA,correct,NA,Because Liza did a better job looking for the duck,outcome,outcome,0,NA,correct,NA,Because she did a better job looking for the duck,outcome,outcome,NA,6.915811088,6.7,36.usa
984,usa,36,6,female,9/23/20,outcome.only,6,outcome.vs.process,dog,0,NA,wrong,NA,"Because even though there's paw prints behind the yellow busah, the dog is behind the pink busah",outcome,outcome,0,NA,wrong,NA,Because she did a better job finding the dog,outcome,outcome,NA,6.915811088,6.7,36.usa
985,usa,37,6,female,9/23/20,process.only,1,process.only,cat,1,1,correct,correct,Because that's where he found the bell so that's where the cat might be,process,process,0,0,wrong,wrong,I don't think he's looking for the bell properly but it might be near that bench,other,other,NA,6.475017112,6.7,37.usa
