subj.id	condition	trial.per.condition	culture	age.group	gender	trial	z.trial	z.trial.per.condition	condition.process.only	condition.outcome.process	condition.process.only.c	condition.outcome.process.c	culture.US	culture.US.c	age.group.6.7	age.group.adults	age.group.6.7.c	age.group.adults.c	gender.male	gender.male.c	coding
781	subj.13	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
973	subj.13	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
131	subj.131	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
323	subj.131	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
515	subj.131	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
707	subj.131	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
899	subj.131	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
1091	subj.131	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
133	subj.133	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
325	subj.133	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
517	subj.133	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
709	subj.133	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
901	subj.133	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
1093	subj.133	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
135	subj.135	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
327	subj.135	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
519	subj.135	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
711	subj.135	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
903	subj.135	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
1095	subj.135	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
137	subj.137	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
329	subj.137	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
521	subj.137	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
713	subj.137	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
905	subj.137	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
1097	subj.137	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
139	subj.139	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
331	subj.139	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
523	subj.139	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
715	subj.139	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
907	subj.139	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
1099	subj.139	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
140	subj.140	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
332	subj.140	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
524	subj.140	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
716	subj.140	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
908	subj.140	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
1100	subj.140	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
142	subj.142	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
334	subj.142	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
526	subj.142	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
718	subj.142	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
910	subj.142	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
1102	subj.142	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
144	subj.144	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
336	subj.144	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
528	subj.144	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
720	subj.144	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
912	subj.144	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
1104	subj.144	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
146	subj.146	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
338	subj.146	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
530	subj.146	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
722	subj.146	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
914	subj.146	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
1106	subj.146	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
148	subj.148	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
340	subj.148	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
532	subj.148	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
724	subj.148	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
916	subj.148	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
1108	subj.148	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
15	subj.15	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
207	subj.15	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
399	subj.15	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
591	subj.15	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
783	subj.15	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
975	subj.15	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	0
151	subj.151	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
343	subj.151	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
535	subj.151	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
727	subj.151	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
919	subj.151	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
1111	subj.151	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
153	subj.153	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
345	subj.153	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
537	subj.153	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
729	subj.153	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
921	subj.153	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
1113	subj.153	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
155	subj.155	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
347	subj.155	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
539	subj.155	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
731	subj.155	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
923	subj.155	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
1115	subj.155	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
157	subj.157	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
349	subj.157	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
541	subj.157	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	1
733	subj.157	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
925	subj.157	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
1117	subj.157	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
159	subj.159	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
351	subj.159	.process.only	1	.US	.4.5	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
543	subj.159	.outcome.process	1	.US	.4.5	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1
735	subj.159	.outcome.only	2	.US	.4.5	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	0
927	subj.159	.process.only	2	.US	.4.5	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
1119	subj.159	.outcome.process	2	.US	.4.5	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	0	-0.333333333333333	-0.333333333333333	0	-0.5	1
160	subj.160	.outcome.only	1	.US	.adults	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
352	subj.160	.process.only	1	.US	.adults	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
544	subj.160	.outcome.process	1	.US	.adults	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	1
736	subj.160	.outcome.only	2	.US	.adults	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
928	subj.160	.process.only	2	.US	.adults	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	0	1	-0.333333333333333	0.666666666666667	1	0.5	0
1120	subj.160	.outcome.process	2	.US	.adults	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	0	1	-0.333333333333333	0.666666666666667	0	-0.5	1
162	subj.162	.outcome.only	1	.US	.6.7	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
354	subj.162	.process.only	1	.US	.6.7	.female	2	-0.877928771923684	-0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
546	subj.162	.outcome.process	1	.US	.6.7	.male	3	-0.292642923974561	-0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
738	subj.162	.outcome.only	2	.US	.6.7	.female	4	0.292642923974561	0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	0
930	subj.162	.process.only	2	.US	.6.7	.male	5	0.877928771923684	0.999565877991263	1	0	0.666666666666667	-0.333333333333333	1	0.5	1	0	0.666666666666667	-0.333333333333333	1	0.5	0
1122	subj.162	.outcome.process	2	.US	.6.7	.female	6	1.46321461987281	0.999565877991263	0	1	-0.333333333333333	0.666666666666667	1	0.5	1	0	0.666666666666667	-0.333333333333333	0	-0.5	1
164	subj.164	.outcome.only	1	.US	.4.5	.male	1	-1.46321461987281	-0.999565877991263	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0	0	-0.333333333333333	-0.333333333333333	1	0.5	0
